US Topo 7.5-minute map for Willet NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,646ea845d34e4e58932cf7f5,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/646ea845d34e4e58932cf7f5,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Willet_20230429_TM_geo.xml,2023-04-29,2023-05-24T18:13:59.810-06:00,2023-05-24T18:13:57.019-06:00,48207170,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willet_20230429_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willet_20230429_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-24
US Topo 7.5-minute map for Williamson NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,646ff7acd34e4e58932d0258,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/646ff7acd34e4e58932d0258,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Williamson_20230425_TM_geo.xml,2023-04-25,2023-05-25T18:05:02.677-06:00,2023-05-25T18:05:00.844-06:00,44427671,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Williamson_20230425_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Williamson_20230425_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-25
US Topo 7.5-minute map for Williamstown NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,646d55a0d34ee02593fb533e,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/646d55a0d34ee02593fb533e,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Williamstown_20230502_TM_geo.xml,2023-05-02,2023-05-23T18:09:07.098-06:00,2023-05-23T18:09:04.238-06:00,52023051,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Williamstown_20230502_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Williamstown_20230502_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-23
US Topo 7.5-minute map for Willowemoc NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64656c98d34ec11ae4a71d27,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64656c98d34ec11ae4a71d27,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Willowemoc_20230427_TM_geo.xml,2023-04-27,2023-05-17T18:08:59.484-06:00,2023-05-17T18:08:56.397-06:00,53640259,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willowemoc_20230427_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willowemoc_20230427_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-17
US Topo 7.5-minute map for Willsboro NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,647fca26d34eac007b5662bf,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/647fca26d34eac007b5662bf,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Willsboro_20230603_TM_geo.xml,2023-06-03,2023-06-06T18:07:07.747-06:00,2023-06-06T18:07:02.899-06:00,48690441,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willsboro_20230603_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willsboro_20230603_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-06
US Topo 7.5-minute map for Willseyville NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64641abfd34ec179a83d3214,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64641abfd34ec179a83d3214,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Willseyville_20230429_TM_geo.xml,2023-04-29,2023-05-16T18:13:17.611-06:00,2023-05-16T18:07:27.565-06:00,49757582,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willseyville_20230429_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Willseyville_20230429_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-16
US Topo 7.5-minute map for Wilmington NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,647fca2bd34eac007b5662c6,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/647fca2bd34eac007b5662c6,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Wilmington_20230603_TM_geo.xml,2023-06-03,2023-06-06T18:07:11.428-06:00,2023-06-06T18:07:07.141-06:00,54589472,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Wilmington_20230603_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Wilmington_20230603_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-06
US Topo 7.5-minute map for Wilson NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,646ff71bd34e4e58932d01fb,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/646ff71bd34e4e58932d01fb,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Wilson_20230524_TM_geo.xml,2023-05-24,2023-05-25T18:02:38.024-06:00,2023-05-25T18:02:35.192-06:00,25376230,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Wilson_20230524_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Wilson_20230524_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-25
US Topo 7.5-minute map for Windham PANY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,645c3180d34ec179a8387cb9,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/645c3180d34ec179a8387cb9,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/PA/PA_Windham_20230509_TM_geo.xml,2023-05-09,2023-05-10T18:06:26.455-06:00,2023-05-10T18:06:24.102-06:00,41470769,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/PA/PA_Windham_20230509_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/PA/PA_Windham_20230509_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-10
US Topo 7.5-minute map for Windsor NY,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,646ff7fad34e4e58932d0290,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/646ff7fad34e4e58932d0290,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/NY/NY_Windsor_20230524_TM_geo.xml,2023-05-24,2023-05-25T18:06:20.184-06:00,2023-05-25T18:06:18.410-06:00,50280659,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Windsor_20230524_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/NY/NY_Windsor_20230524_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-05-25
