US Topo 7.5-minute map for Ralph NE MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64a629c2d34ef77fcb062c18,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64a629c2d34ef77fcb062c18,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Ralph_NE_20230630_TM_geo.xml,2023-07-01,2023-07-05T20:57:39.281-06:00,2023-07-05T20:41:06.126-06:00,55194917,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_NE_20230630_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_NE_20230630_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-07-05
US Topo 7.5-minute map for Ralph NW MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64a629c5d34ef77fcb062c1a,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64a629c5d34ef77fcb062c1a,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Ralph_NW_20230630_TM_geo.xml,2023-07-01,2023-07-05T20:57:39.565-06:00,2023-07-05T20:41:09.170-06:00,54043470,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_NW_20230630_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_NW_20230630_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-07-05
US Topo 7.5-minute map for Ralph SW MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,649b9e44d34ef77fcb02e047,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/649b9e44d34ef77fcb02e047,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Ralph_SW_20230622_TM_geo.xml,2023-06-22,2023-06-27T20:43:18.651-06:00,2023-06-27T20:43:16.386-06:00,54523377,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_SW_20230622_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_SW_20230622_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-27
US Topo 7.5-minute map for Ralph MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64a629bdd34ef77fcb062c16,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64a629bdd34ef77fcb062c16,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Ralph_20230630_TM_geo.xml,2023-07-01,2023-07-05T20:57:38.600-06:00,2023-07-05T20:41:01.986-06:00,54349382,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_20230630_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ralph_20230630_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-07-05
US Topo 7.5-minute map for Randville MIWI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64a6285cd34ef77fcb062b16,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64a6285cd34ef77fcb062b16,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Randville_20230630_TM_geo.xml,2023-06-30,2023-07-05T20:48:01.636-06:00,2023-07-05T20:35:08.279-06:00,53216097,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Randville_20230630_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Randville_20230630_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-07-05
US Topo 7.5-minute map for Rapid River MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,6499925cd34ef77fcb02ab7b,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/6499925cd34ef77fcb02ab7b,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Rapid_River_20230621_TM_geo.xml,2023-06-21,2023-06-26T07:27:58.208-06:00,2023-06-26T07:27:56.333-06:00,46464642,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Rapid_River_20230621_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Rapid_River_20230621_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-26
US Topo 7.5-minute map for Rathbone MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,6495135ed34ef77fcb019ed4,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/6495135ed34ef77fcb019ed4,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Rathbone_20230620_TM_geo.xml,2023-06-20,2023-06-23T00:57:16.774-06:00,2023-06-22T21:37:02.143-06:00,30514242,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Rathbone_20230620_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Rathbone_20230620_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-22
US Topo 7.5-minute map for Rattle Run MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,6493c1b2d34ef77fcb0142cf,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/6493c1b2d34ef77fcb0142cf,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Rattle_Run_20230616_TM_geo.xml,2023-06-16,2023-06-21T21:43:18.874-06:00,2023-06-21T21:36:18.094-06:00,40894602,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Rattle_Run_20230616_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Rattle_Run_20230616_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-21
US Topo 7.5-minute map for Ravenna MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,64a62982d34ef77fcb062be4,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64a62982d34ef77fcb062be4,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Ravenna_20230629_TM_geo.xml,2023-06-29,2023-07-05T20:57:33.093-06:00,2023-07-05T20:40:02.384-06:00,41131894,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ravenna_20230629_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Ravenna_20230629_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-07-05
US Topo 7.5-minute map for Reading MI,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,6493c1e6d34ef77fcb0142e5,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/6493c1e6d34ef77fcb0142e5,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/ustopo/pdf/MI/MI_Reading_20230616_TM_geo.xml,2023-06-16,2023-06-21T21:44:55.688-06:00,2023-06-21T21:37:10.279-06:00,39109994,7.5 x 7.5 minute,Geospatial PDF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Reading_20230616_TM_geo.pdf,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/MI/MI_Reading_20230616_TM_tn.jpg,,,,,,Layered geospatial PDF 7.5 Minute Quadrangle Map. Layers of geospatial data include orthoimagery roads grids geographic names elevation contours hydrography and other selected map features. This map is derived from GIS (geospatial information system) data. It represents a repackaging of GIS data in traditional map form not creation of new information. The geospatial data in this map are from selected National Map data holdings and other government sources.,processingUrl,2023-06-21
